-------- MisiSeqMS Start -------
File:C:\Users\patch\OneDrive\Documents\VisualStudio2022\Projects\MidiSeqMS\MusicStudioSongFiles\MusicStudio\PRELUDE.SNG has 2714 Bytes
==== PROCESS->Added 2 Objects
    Note:47 EVENT:245 Tick:33 State:2  *Ticks:3426
---- PLAY QUEUE: Total Objects:3
    Note:76 EVENT:245 Tick:8 State:2  *Ticks:3427
    Note:53 EVENT:245 Tick:32 State:2  *Ticks:3427
    Note:47 EVENT:245 Tick:32 State:2  *Ticks:3427
---- PLAY QUEUE: Total Objects:3
    Note:76 EVENT:245 Tick:7 State:2  *Ticks:3428
    Note:53 EVENT:245 Tick:31 State:2  *Ticks:3428
    Note:47 EVENT:245 Tick:31 State:2  *Ticks:3428
---- PLAY QUEUE: Total Objects:3
    Note:76 EVENT:245 Tick:6 State:2  *Ticks:3429
    Note:53 EVENT:245 Tick:30 State:2  *Ticks:3429
    Note:47 EVENT:245 Tick:30 State:2  *Ticks:3429
---- PLAY QUEUE: Total Objects:3
    Note:76 EVENT:245 Tick:5 State:2  *Ticks:3430
    Note:53 EVENT:245 Tick:29 State:2  *Ticks:3430
    Note:47 EVENT:245 Tick:29 State:2  *Ticks:3430
---- PLAY QUEUE: Total Objects:3
    Note:76 EVENT:245 Tick:4 State:2  *Ticks:3431
    Note:53 EVENT:245 Tick:28 State:2  *Ticks:3431
    Note:47 EVENT:245 Tick:28 State:2  *Ticks:3431
---- PLAY QUEUE: Total Objects:3
    Note:76 EVENT:245 Tick:3 State:2  *Ticks:3432
    Note:53 EVENT:245 Tick:27 State:2  *Ticks:3432
    Note:47 EVENT:245 Tick:27 State:2  *Ticks:3432
---- PLAY QUEUE: Total Objects:3
    Note:76 EVENT:245 Tick:2 State:3  *Ticks:3433
    Note:53 EVENT:245 Tick:26 State:2  *Ticks:3433
    Note:47 EVENT:245 Tick:26 State:2  *Ticks:3433
---- PLAY QUEUE: Total Objects:3
    Note:76 EVENT:245 Tick:1 State:3  *Ticks:3434
    Note:53 EVENT:245 Tick:25 State:2  *Ticks:3434
    Note:47 EVENT:245 Tick:25 State:2  *Ticks:3434
---- PLAY QUEUE: Total Objects:3
    Note:76 EVENT:245 Tick:0 State:4  *Ticks:3435
   ---- Note Timed Out: Pitch:76 Ticks:0
    Note:53 EVENT:245 Tick:24 State:2  *Ticks:3435
    Note:47 EVENT:245 Tick:24 State:2  *Ticks:3435
==== PROCESS->Added 1 Objects
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:23 State:2  *Ticks:3436
    Note:47 EVENT:245 Tick:23 State:2  *Ticks:3436
    Note:74 EVENT:246 Tick:11 State:2  *Ticks:3436
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:22 State:2  *Ticks:3437
    Note:47 EVENT:245 Tick:22 State:2  *Ticks:3437
    Note:74 EVENT:246 Tick:10 State:2  *Ticks:3437
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:21 State:2  *Ticks:3438
    Note:47 EVENT:245 Tick:21 State:2  *Ticks:3438
    Note:74 EVENT:246 Tick:9 State:2  *Ticks:3438
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:20 State:2  *Ticks:3439
    Note:47 EVENT:245 Tick:20 State:2  *Ticks:3439
    Note:74 EVENT:246 Tick:8 State:2  *Ticks:3439
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:19 State:2  *Ticks:3440
    Note:47 EVENT:245 Tick:19 State:2  *Ticks:3440
    Note:74 EVENT:246 Tick:7 State:2  *Ticks:3440
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:18 State:2  *Ticks:3441
    Note:47 EVENT:245 Tick:18 State:2  *Ticks:3441
    Note:74 EVENT:246 Tick:6 State:2  *Ticks:3441
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:17 State:2  *Ticks:3442
    Note:47 EVENT:245 Tick:17 State:2  *Ticks:3442
    Note:74 EVENT:246 Tick:5 State:2  *Ticks:3442
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:16 State:2  *Ticks:3443
    Note:47 EVENT:245 Tick:16 State:2  *Ticks:3443
    Note:74 EVENT:246 Tick:4 State:2  *Ticks:3443
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:15 State:2  *Ticks:3444
    Note:47 EVENT:245 Tick:15 State:2  *Ticks:3444
    Note:74 EVENT:246 Tick:3 State:2  *Ticks:3444
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:14 State:2  *Ticks:3445
    Note:47 EVENT:245 Tick:14 State:2  *Ticks:3445
    Note:74 EVENT:246 Tick:2 State:3  *Ticks:3445
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:13 State:2  *Ticks:3446
    Note:47 EVENT:245 Tick:13 State:2  *Ticks:3446
    Note:74 EVENT:246 Tick:1 State:3  *Ticks:3446
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:12 State:2  *Ticks:3447
    Note:47 EVENT:245 Tick:12 State:2  *Ticks:3447
    Note:74 EVENT:246 Tick:0 State:4  *Ticks:3447
   ---- Note Timed Out: Pitch:74 Ticks:0
==== PROCESS->Added 1 Objects
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:11 State:2  *Ticks:3448
    Note:47 EVENT:245 Tick:11 State:2  *Ticks:3448
    Note:72 EVENT:247 Tick:11 State:2  *Ticks:3448
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:10 State:2  *Ticks:3449
    Note:47 EVENT:245 Tick:10 State:2  *Ticks:3449
    Note:72 EVENT:247 Tick:10 State:2  *Ticks:3449
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:9 State:2  *Ticks:3450
    Note:47 EVENT:245 Tick:9 State:2  *Ticks:3450
    Note:72 EVENT:247 Tick:9 State:2  *Ticks:3450
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:8 State:2  *Ticks:3451
    Note:47 EVENT:245 Tick:8 State:2  *Ticks:3451
    Note:72 EVENT:247 Tick:8 State:2  *Ticks:3451
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:7 State:2  *Ticks:3452
    Note:47 EVENT:245 Tick:7 State:2  *Ticks:3452
    Note:72 EVENT:247 Tick:7 State:2  *Ticks:3452
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:6 State:2  *Ticks:3453
    Note:47 EVENT:245 Tick:6 State:2  *Ticks:3453
    Note:72 EVENT:247 Tick:6 State:2  *Ticks:3453
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:5 State:2  *Ticks:3454
    Note:47 EVENT:245 Tick:5 State:2  *Ticks:3454
    Note:72 EVENT:247 Tick:5 State:2  *Ticks:3454
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:4 State:2  *Ticks:3455
    Note:47 EVENT:245 Tick:4 State:2  *Ticks:3455
    Note:72 EVENT:247 Tick:4 State:2  *Ticks:3455
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:3 State:2  *Ticks:3456
    Note:47 EVENT:245 Tick:3 State:2  *Ticks:3456
    Note:72 EVENT:247 Tick:3 State:2  *Ticks:3456
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:2 State:3  *Ticks:3457
    Note:47 EVENT:245 Tick:2 State:3  *Ticks:3457
    Note:72 EVENT:247 Tick:2 State:3  *Ticks:3457
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:1 State:3  *Ticks:3458
    Note:47 EVENT:245 Tick:1 State:3  *Ticks:3458
    Note:72 EVENT:247 Tick:1 State:3  *Ticks:3458
---- PLAY QUEUE: Total Objects:3
    Note:53 EVENT:245 Tick:0 State:4  *Ticks:3459
   ---- Note Timed Out: Pitch:53 Ticks:0
    Note:47 EVENT:245 Tick:0 State:4  *Ticks:3459
   ---- Note Timed Out: Pitch:47 Ticks:0
    Note:72 EVENT:247 Tick:0 State:4  *Ticks:3459
   ---- Note Timed Out: Pitch:72 Ticks:0
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:23 State:2  *Ticks:3460
    Note:55 EVENT:248 Tick:143 State:2  *Ticks:3460
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:22 State:2  *Ticks:3461
    Note:55 EVENT:248 Tick:142 State:2  *Ticks:3461
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:21 State:2  *Ticks:3462
    Note:55 EVENT:248 Tick:141 State:2  *Ticks:3462
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:20 State:2  *Ticks:3463
    Note:55 EVENT:248 Tick:140 State:2  *Ticks:3463
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:19 State:2  *Ticks:3464
    Note:55 EVENT:248 Tick:139 State:2  *Ticks:3464
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:18 State:2  *Ticks:3465
    Note:55 EVENT:248 Tick:138 State:2  *Ticks:3465
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:17 State:2  *Ticks:3466
    Note:55 EVENT:248 Tick:137 State:2  *Ticks:3466
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:16 State:2  *Ticks:3467
    Note:55 EVENT:248 Tick:136 State:2  *Ticks:3467
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:15 State:2  *Ticks:3468
    Note:55 EVENT:248 Tick:135 State:2  *Ticks:3468
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:14 State:2  *Ticks:3469
    Note:55 EVENT:248 Tick:134 State:2  *Ticks:3469
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:13 State:2  *Ticks:3470
    Note:55 EVENT:248 Tick:133 State:2  *Ticks:3470
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:12 State:2  *Ticks:3471
    Note:55 EVENT:248 Tick:132 State:2  *Ticks:3471
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:11 State:2  *Ticks:3472
    Note:55 EVENT:248 Tick:131 State:2  *Ticks:3472
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:10 State:2  *Ticks:3473
    Note:55 EVENT:248 Tick:130 State:2  *Ticks:3473
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:9 State:2  *Ticks:3474
    Note:55 EVENT:248 Tick:129 State:2  *Ticks:3474
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:8 State:2  *Ticks:3475
    Note:55 EVENT:248 Tick:128 State:2  *Ticks:3475
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:7 State:2  *Ticks:3476
    Note:55 EVENT:248 Tick:127 State:2  *Ticks:3476
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:6 State:2  *Ticks:3477
    Note:55 EVENT:248 Tick:126 State:2  *Ticks:3477
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:5 State:2  *Ticks:3478
    Note:55 EVENT:248 Tick:125 State:2  *Ticks:3478
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:4 State:2  *Ticks:3479
    Note:55 EVENT:248 Tick:124 State:2  *Ticks:3479
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:3 State:2  *Ticks:3480
    Note:55 EVENT:248 Tick:123 State:2  *Ticks:3480
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:2 State:3  *Ticks:3481
    Note:55 EVENT:248 Tick:122 State:2  *Ticks:3481
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:1 State:3  *Ticks:3482
    Note:55 EVENT:248 Tick:121 State:2  *Ticks:3482
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:248 Tick:0 State:4  *Ticks:3483
   ---- Note Timed Out: Pitch:71 Ticks:0
    Note:55 EVENT:248 Tick:120 State:2  *Ticks:3483
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:119 State:2  *Ticks:3484
    Note:79 EVENT:249 Tick:11 State:2  *Ticks:3484
    Note:76 EVENT:249 Tick:11 State:2  *Ticks:3484
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:118 State:2  *Ticks:3485
    Note:79 EVENT:249 Tick:10 State:2  *Ticks:3485
    Note:76 EVENT:249 Tick:10 State:2  *Ticks:3485
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:117 State:2  *Ticks:3486
    Note:79 EVENT:249 Tick:9 State:2  *Ticks:3486
    Note:76 EVENT:249 Tick:9 State:2  *Ticks:3486
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:116 State:2  *Ticks:3487
    Note:79 EVENT:249 Tick:8 State:2  *Ticks:3487
    Note:76 EVENT:249 Tick:8 State:2  *Ticks:3487
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:115 State:2  *Ticks:3488
    Note:79 EVENT:249 Tick:7 State:2  *Ticks:3488
    Note:76 EVENT:249 Tick:7 State:2  *Ticks:3488
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:114 State:2  *Ticks:3489
    Note:79 EVENT:249 Tick:6 State:2  *Ticks:3489
    Note:76 EVENT:249 Tick:6 State:2  *Ticks:3489
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:113 State:2  *Ticks:3490
    Note:79 EVENT:249 Tick:5 State:2  *Ticks:3490
    Note:76 EVENT:249 Tick:5 State:2  *Ticks:3490
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:112 State:2  *Ticks:3491
    Note:79 EVENT:249 Tick:4 State:2  *Ticks:3491
    Note:76 EVENT:249 Tick:4 State:2  *Ticks:3491
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:111 State:2  *Ticks:3492
    Note:79 EVENT:249 Tick:3 State:2  *Ticks:3492
    Note:76 EVENT:249 Tick:3 State:2  *Ticks:3492
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:110 State:2  *Ticks:3493
    Note:79 EVENT:249 Tick:2 State:3  *Ticks:3493
    Note:76 EVENT:249 Tick:2 State:3  *Ticks:3493
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:109 State:2  *Ticks:3494
    Note:79 EVENT:249 Tick:1 State:3  *Ticks:3494
    Note:76 EVENT:249 Tick:1 State:3  *Ticks:3494
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:108 State:2  *Ticks:3495
    Note:79 EVENT:249 Tick:0 State:4  *Ticks:3495
   ---- Note Timed Out: Pitch:79 Ticks:0
    Note:76 EVENT:249 Tick:0 State:4  *Ticks:3495
   ---- Note Timed Out: Pitch:76 Ticks:0
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:107 State:2  *Ticks:3496
    Note:77 EVENT:250 Tick:11 State:2  *Ticks:3496
    Note:74 EVENT:250 Tick:11 State:2  *Ticks:3496
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:106 State:2  *Ticks:3497
    Note:77 EVENT:250 Tick:10 State:2  *Ticks:3497
    Note:74 EVENT:250 Tick:10 State:2  *Ticks:3497
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:105 State:2  *Ticks:3498
    Note:77 EVENT:250 Tick:9 State:2  *Ticks:3498
    Note:74 EVENT:250 Tick:9 State:2  *Ticks:3498
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:104 State:2  *Ticks:3499
    Note:77 EVENT:250 Tick:8 State:2  *Ticks:3499
    Note:74 EVENT:250 Tick:8 State:2  *Ticks:3499
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:103 State:2  *Ticks:3500
    Note:77 EVENT:250 Tick:7 State:2  *Ticks:3500
    Note:74 EVENT:250 Tick:7 State:2  *Ticks:3500
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:102 State:2  *Ticks:3501
    Note:77 EVENT:250 Tick:6 State:2  *Ticks:3501
    Note:74 EVENT:250 Tick:6 State:2  *Ticks:3501
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:101 State:2  *Ticks:3502
    Note:77 EVENT:250 Tick:5 State:2  *Ticks:3502
    Note:74 EVENT:250 Tick:5 State:2  *Ticks:3502
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:100 State:2  *Ticks:3503
    Note:77 EVENT:250 Tick:4 State:2  *Ticks:3503
    Note:74 EVENT:250 Tick:4 State:2  *Ticks:3503
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:99 State:2  *Ticks:3504
    Note:77 EVENT:250 Tick:3 State:2  *Ticks:3504
    Note:74 EVENT:250 Tick:3 State:2  *Ticks:3504
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:98 State:2  *Ticks:3505
    Note:77 EVENT:250 Tick:2 State:3  *Ticks:3505
    Note:74 EVENT:250 Tick:2 State:3  *Ticks:3505
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:97 State:2  *Ticks:3506
    Note:77 EVENT:250 Tick:1 State:3  *Ticks:3506
    Note:74 EVENT:250 Tick:1 State:3  *Ticks:3506
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:248 Tick:96 State:2  *Ticks:3507
    Note:77 EVENT:250 Tick:0 State:4  *Ticks:3507
   ---- Note Timed Out: Pitch:77 Ticks:0
    Note:74 EVENT:250 Tick:0 State:4  *Ticks:3507
   ---- Note Timed Out: Pitch:74 Ticks:0
==== PROCESS->Added 3 Objects
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:95 State:2  *Ticks:3508
    Note:79 EVENT:251 Tick:23 State:2  *Ticks:3508
    Note:76 EVENT:251 Tick:23 State:2  *Ticks:3508
    Note:47 EVENT:251 Tick:95 State:2  *Ticks:3508
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:94 State:2  *Ticks:3509
    Note:79 EVENT:251 Tick:22 State:2  *Ticks:3509
    Note:76 EVENT:251 Tick:22 State:2  *Ticks:3509
    Note:47 EVENT:251 Tick:94 State:2  *Ticks:3509
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:93 State:2  *Ticks:3510
    Note:79 EVENT:251 Tick:21 State:2  *Ticks:3510
    Note:76 EVENT:251 Tick:21 State:2  *Ticks:3510
    Note:47 EVENT:251 Tick:93 State:2  *Ticks:3510
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:92 State:2  *Ticks:3511
    Note:79 EVENT:251 Tick:20 State:2  *Ticks:3511
    Note:76 EVENT:251 Tick:20 State:2  *Ticks:3511
    Note:47 EVENT:251 Tick:92 State:2  *Ticks:3511
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:91 State:2  *Ticks:3512
    Note:79 EVENT:251 Tick:19 State:2  *Ticks:3512
    Note:76 EVENT:251 Tick:19 State:2  *Ticks:3512
    Note:47 EVENT:251 Tick:91 State:2  *Ticks:3512
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:90 State:2  *Ticks:3513
    Note:79 EVENT:251 Tick:18 State:2  *Ticks:3513
    Note:76 EVENT:251 Tick:18 State:2  *Ticks:3513
    Note:47 EVENT:251 Tick:90 State:2  *Ticks:3513
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:89 State:2  *Ticks:3514
    Note:79 EVENT:251 Tick:17 State:2  *Ticks:3514
    Note:76 EVENT:251 Tick:17 State:2  *Ticks:3514
    Note:47 EVENT:251 Tick:89 State:2  *Ticks:3514
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:88 State:2  *Ticks:3515
    Note:79 EVENT:251 Tick:16 State:2  *Ticks:3515
    Note:76 EVENT:251 Tick:16 State:2  *Ticks:3515
    Note:47 EVENT:251 Tick:88 State:2  *Ticks:3515
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:87 State:2  *Ticks:3516
    Note:79 EVENT:251 Tick:15 State:2  *Ticks:3516
    Note:76 EVENT:251 Tick:15 State:2  *Ticks:3516
    Note:47 EVENT:251 Tick:87 State:2  *Ticks:3516
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:86 State:2  *Ticks:3517
    Note:79 EVENT:251 Tick:14 State:2  *Ticks:3517
    Note:76 EVENT:251 Tick:14 State:2  *Ticks:3517
    Note:47 EVENT:251 Tick:86 State:2  *Ticks:3517
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:85 State:2  *Ticks:3518
    Note:79 EVENT:251 Tick:13 State:2  *Ticks:3518
    Note:76 EVENT:251 Tick:13 State:2  *Ticks:3518
    Note:47 EVENT:251 Tick:85 State:2  *Ticks:3518
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:84 State:2  *Ticks:3519
    Note:79 EVENT:251 Tick:12 State:2  *Ticks:3519
    Note:76 EVENT:251 Tick:12 State:2  *Ticks:3519
    Note:47 EVENT:251 Tick:84 State:2  *Ticks:3519
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:83 State:2  *Ticks:3520
    Note:79 EVENT:251 Tick:11 State:2  *Ticks:3520
    Note:76 EVENT:251 Tick:11 State:2  *Ticks:3520
    Note:47 EVENT:251 Tick:83 State:2  *Ticks:3520
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:82 State:2  *Ticks:3521
    Note:79 EVENT:251 Tick:10 State:2  *Ticks:3521
    Note:76 EVENT:251 Tick:10 State:2  *Ticks:3521
    Note:47 EVENT:251 Tick:82 State:2  *Ticks:3521
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:81 State:2  *Ticks:3522
    Note:79 EVENT:251 Tick:9 State:2  *Ticks:3522
    Note:76 EVENT:251 Tick:9 State:2  *Ticks:3522
    Note:47 EVENT:251 Tick:81 State:2  *Ticks:3522
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:80 State:2  *Ticks:3523
    Note:79 EVENT:251 Tick:8 State:2  *Ticks:3523
    Note:76 EVENT:251 Tick:8 State:2  *Ticks:3523
    Note:47 EVENT:251 Tick:80 State:2  *Ticks:3523
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:79 State:2  *Ticks:3524
    Note:79 EVENT:251 Tick:7 State:2  *Ticks:3524
    Note:76 EVENT:251 Tick:7 State:2  *Ticks:3524
    Note:47 EVENT:251 Tick:79 State:2  *Ticks:3524
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:78 State:2  *Ticks:3525
    Note:79 EVENT:251 Tick:6 State:2  *Ticks:3525
    Note:76 EVENT:251 Tick:6 State:2  *Ticks:3525
    Note:47 EVENT:251 Tick:78 State:2  *Ticks:3525
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:77 State:2  *Ticks:3526
    Note:79 EVENT:251 Tick:5 State:2  *Ticks:3526
    Note:76 EVENT:251 Tick:5 State:2  *Ticks:3526
    Note:47 EVENT:251 Tick:77 State:2  *Ticks:3526
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:76 State:2  *Ticks:3527
    Note:79 EVENT:251 Tick:4 State:2  *Ticks:3527
    Note:76 EVENT:251 Tick:4 State:2  *Ticks:3527
    Note:47 EVENT:251 Tick:76 State:2  *Ticks:3527
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:75 State:2  *Ticks:3528
    Note:79 EVENT:251 Tick:3 State:2  *Ticks:3528
    Note:76 EVENT:251 Tick:3 State:2  *Ticks:3528
    Note:47 EVENT:251 Tick:75 State:2  *Ticks:3528
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:74 State:2  *Ticks:3529
    Note:79 EVENT:251 Tick:2 State:3  *Ticks:3529
    Note:76 EVENT:251 Tick:2 State:3  *Ticks:3529
    Note:47 EVENT:251 Tick:74 State:2  *Ticks:3529
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:73 State:2  *Ticks:3530
    Note:79 EVENT:251 Tick:1 State:3  *Ticks:3530
    Note:76 EVENT:251 Tick:1 State:3  *Ticks:3530
    Note:47 EVENT:251 Tick:73 State:2  *Ticks:3530
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:72 State:2  *Ticks:3531
    Note:79 EVENT:251 Tick:0 State:4  *Ticks:3531
   ---- Note Timed Out: Pitch:79 Ticks:0
    Note:76 EVENT:251 Tick:0 State:4  *Ticks:3531
   ---- Note Timed Out: Pitch:76 Ticks:0
    Note:47 EVENT:251 Tick:72 State:2  *Ticks:3531
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:71 State:2  *Ticks:3532
    Note:47 EVENT:251 Tick:71 State:2  *Ticks:3532
    Note:74 EVENT:252 Tick:23 State:2  *Ticks:3532
    Note:71 EVENT:252 Tick:23 State:2  *Ticks:3532
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:70 State:2  *Ticks:3533
    Note:47 EVENT:251 Tick:70 State:2  *Ticks:3533
    Note:74 EVENT:252 Tick:22 State:2  *Ticks:3533
    Note:71 EVENT:252 Tick:22 State:2  *Ticks:3533
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:69 State:2  *Ticks:3534
    Note:47 EVENT:251 Tick:69 State:2  *Ticks:3534
    Note:74 EVENT:252 Tick:21 State:2  *Ticks:3534
    Note:71 EVENT:252 Tick:21 State:2  *Ticks:3534
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:68 State:2  *Ticks:3535
    Note:47 EVENT:251 Tick:68 State:2  *Ticks:3535
    Note:74 EVENT:252 Tick:20 State:2  *Ticks:3535
    Note:71 EVENT:252 Tick:20 State:2  *Ticks:3535
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:67 State:2  *Ticks:3536
    Note:47 EVENT:251 Tick:67 State:2  *Ticks:3536
    Note:74 EVENT:252 Tick:19 State:2  *Ticks:3536
    Note:71 EVENT:252 Tick:19 State:2  *Ticks:3536
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:66 State:2  *Ticks:3537
    Note:47 EVENT:251 Tick:66 State:2  *Ticks:3537
    Note:74 EVENT:252 Tick:18 State:2  *Ticks:3537
    Note:71 EVENT:252 Tick:18 State:2  *Ticks:3537
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:65 State:2  *Ticks:3538
    Note:47 EVENT:251 Tick:65 State:2  *Ticks:3538
    Note:74 EVENT:252 Tick:17 State:2  *Ticks:3538
    Note:71 EVENT:252 Tick:17 State:2  *Ticks:3538
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:64 State:2  *Ticks:3539
    Note:47 EVENT:251 Tick:64 State:2  *Ticks:3539
    Note:74 EVENT:252 Tick:16 State:2  *Ticks:3539
    Note:71 EVENT:252 Tick:16 State:2  *Ticks:3539
---- PLAY QUEUE: Total Objects:4
    Note:55 EVENT:248 Tick:63 State:2  *Ticks:3540
